PERMNO,date,NCUSIP,TICKER,PERMCO,NWPERM,PRC,VOL,RET,SHROUT
90319,2021-05-11,02079K30,GOOGL,45483,,2270.06006,1692016,-0.009464,300747
90319,2021-05-12,02079K30,GOOGL,45483,,2200.25000,2314796,-0.030753,300747
90319,2021-05-13,02079K30,GOOGL,45483,,2229.04004,1654907,0.013085,300747
90319,2021-05-14,02079K30,GOOGL,45483,,2278.37988,1591421,0.022135,300747
90319,2021-05-17,02079K30,GOOGL,45483,,2288.91992,1073710,0.004626,300747
90319,2021-05-18,02079K30,GOOGL,45483,,2262.46997,1106189,-0.011556,300747
90319,2021-05-19,02079K30,GOOGL,45483,,2271.50000,1179683,0.003991,300747
90319,2021-05-20,02079K30,GOOGL,45483,,2306.94995,1610421,0.015606,300747
90319,2021-05-21,02079K30,GOOGL,45483,,2294.12988,2022474,-0.005557,300747
90319,2021-05-24,02079K30,GOOGL,45483,,2361.04004,1582989,0.029166,300747
90319,2021-05-25,02079K30,GOOGL,45483,,2362.87012,1118659,0.000775,300747
90319,2021-05-26,02079K30,GOOGL,45483,,2380.31006,1076286,0.007381,300747
90319,2021-05-27,02079K30,GOOGL,45483,,2362.67993,1756304,-0.007407,300747
90319,2021-05-28,02079K30,GOOGL,45483,,2356.85010,1071636,-0.002467,300747
90319,2021-06-01,02079K30,GOOGL,45483,,2381.17993,1165198,0.010323,300747
90319,2021-06-02,02079K30,GOOGL,45483,,2370.59009,1053105,-0.004447,300747
90319,2021-06-03,02079K30,GOOGL,45483,,2347.58008,932340,-0.009706,300747
90319,2021-06-04,02079K30,GOOGL,45483,,2393.57007,1218649,0.019590,300747
90319,2021-06-07,02079K30,GOOGL,45483,,2402.30005,1204804,0.003647,300747
90319,2021-06-08,02079K30,GOOGL,45483,,2398.43994,1207954,-0.001607,300747
90319,2021-06-09,02079K30,GOOGL,45483,,2407.93994,891854,0.003961,300747
90319,2021-06-10,02079K30,GOOGL,45483,,2435.12988,1293669,0.011292,300747
90319,2021-06-11,02079K30,GOOGL,45483,,2430.19995,1092865,-0.002025,300747
90319,2021-06-14,02079K30,GOOGL,45483,,2448.90991,1102005,0.007699,300747
90319,2021-06-15,02079K30,GOOGL,45483,,2428.38989,1067346,-0.008379,300747
