PERMNO,date,NCUSIP,TICKER,PERMCO,NWPERM,PRC,VOL,RET,SHROUT
14593,2016-01-13,03783310,AAPL,7,,97.39000,62447131,-0.025710,5544583
14593,2016-01-14,03783310,AAPL,7,,99.52000,63170127,0.021871,5544583
14593,2016-01-15,03783310,AAPL,7,,97.13000,76013891,-0.024015,5544583
14593,2016-01-19,03783310,AAPL,7,,96.66000,53089747,-0.004839,5544583
14593,2016-01-20,03783310,AAPL,7,,96.79000,72334416,0.001345,5544583
14593,2016-01-21,03783310,AAPL,7,,96.30000,52161853,-0.005062,5544583
14593,2016-01-22,03783310,AAPL,7,,101.42000,66193210,0.053167,5544583
14593,2016-01-25,03783310,AAPL,7,,99.44000,51794525,-0.019523,5544583
14593,2016-01-26,03783310,AAPL,7,,99.99000,75077030,0.005531,5544583
14593,2016-01-27,03783310,AAPL,7,,93.42000,133374674,-0.065707,5544583
14593,2016-01-28,03783310,AAPL,7,,94.09000,55679325,0.007172,5544583
14593,2016-01-29,03783310,AAPL,7,,97.34000,64416906,0.034541,5544583
14593,2016-02-01,03783310,AAPL,7,,96.43000,40943541,-0.009349,5544583
14593,2016-02-02,03783310,AAPL,7,,94.48000,37357215,-0.020222,5544583
14593,2016-02-03,03783310,AAPL,7,,96.35000,46034194,0.019792,5544583
14593,2016-02-04,03783310,AAPL,7,,96.60000,46472092,0.007992,5544583
14593,2016-02-05,03783310,AAPL,7,,94.02000,46418064,-0.026708,5544583
14593,2016-02-08,03783310,AAPL,7,,95.01000,54020975,0.010530,5544583
14593,2016-02-09,03783310,AAPL,7,,94.99000,44331165,-0.000211,5544583
14593,2016-02-10,03783310,AAPL,7,,94.27000,42343609,-0.007580,5544583
14593,2016-02-11,03783310,AAPL,7,,93.70000,50074711,-0.006046,5544583
14593,2016-02-12,03783310,AAPL,7,,93.99000,40351481,0.003095,5544583
14593,2016-02-16,03783310,AAPL,7,,96.64000,49057916,0.028195,5544583
14593,2016-02-17,03783310,AAPL,7,,98.12000,45016534,0.015315,5544583
14593,2016-02-18,03783310,AAPL,7,,96.26000,39026159,-0.018956,5544583
14593,2016-02-19,03783310,AAPL,7,,96.04000,35871824,-0.002285,5544583
14593,2016-02-22,03783310,AAPL,7,,96.88000,34280758,0.008746,5544583
14593,2016-02-23,03783310,AAPL,7,,94.69000,31942743,-0.022605,5544583
14593,2016-02-24,03783310,AAPL,7,,96.10000,36255745,0.014891,5544583
14593,2016-02-25,03783310,AAPL,7,,96.76000,27592659,0.006868,5544583
14593,2016-02-26,03783310,AAPL,7,,96.91000,28991131,0.001550,5544583
14593,2016-02-29,03783310,AAPL,7,,96.69000,35216277,-0.002270,5544583
14593,2016-03-01,03783310,AAPL,7,,100.53000,50430198,0.039715,5544583
14593,2016-03-02,03783310,AAPL,7,,100.75000,33169560,0.002188,5544583
14593,2016-03-03,03783310,AAPL,7,,101.50000,36964242,0.007444,5544583
14593,2016-03-04,03783310,AAPL,7,,103.01000,46115100,0.014877,5544583
14593,2016-03-07,03783310,AAPL,7,,101.87000,35919450,-0.011067,5544583
14593,2016-03-08,03783310,AAPL,7,,101.03000,31561889,-0.008246,5544583
14593,2016-03-09,03783310,AAPL,7,,101.12000,27201683,0.000891,5544583
14593,2016-03-10,03783310,AAPL,7,,101.17000,33513578,0.000494,5544583
14593,2016-03-11,03783310,AAPL,7,,102.26000,27411247,0.010774,5544583
14593,2016-03-14,03783310,AAPL,7,,102.52000,25076062,0.002542,5544583
14593,2016-03-15,03783310,AAPL,7,,104.58000,40067734,0.020094,5544583
14593,2016-03-16,03783310,AAPL,7,,105.97000,38308093,0.013291,5544583
